label,text
NOT_SARCASM,You can help protect Hossein and Arman. Join me and @AmnestyUK in calling on Iran to halt the executions now https://t.co/Sni2E0qOm6
SARCASM,we happy!!!!!!!!!!
NOT_SARCASM,pcc is cheugy
NOT_SARCASM,Our kids/grandkids will have to remember today’s date for a US history test 😅
NOT_SARCASM,Well that was humiliating for India. No clouds and yet Anderson still delivers. I expect India to come back hard. #Cricket #INDvENG #ENGvsIND #3rdTest #bbccricket
SARCASM,"🌶 Spiced Coconut curry 🥥

.
A weekend spent with friends brings a week of content... or something like that 😜

.
Started the weekend off with this yummy morsel, With was a fusion of miso sesame aubergine 🍆, broccoli… https://t.co/zyWiA0EX4u"
NOT_SARCASM,Wow we aren’t the favourites this time? https://t.co/qKj4fKvYm3
NOT_SARCASM,Omg flashbacks to emma blackery girl balls merch and the fact that i spent money on it
NOT_SARCASM,Listening to other remix entries on previous contests I've entered and then being blindsided by the ones never made public is never fun haha
NOT_SARCASM,feeling v grateful!!!!
SARCASM,Trying to know all this history tonight is gonna kill me
SARCASM,@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao
SARCASM,pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min
SARCASM,Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕
NOT_SARCASM,@FOX9 @Aimee_Garcia @tomellis17 @netflix when is season 5 of Lucifer coming?? After corona is gone??
NOT_SARCASM,"Always here if anyone needs to talk during this time, if you need someone to listen please message me x"
SARCASM,"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry."
NOT_SARCASM,"me: *finishes book 100 of the year, gets excited to relax and watch trash tv the rest of the year*

also me: *starts book 101 ten minutes later*"
NOT_SARCASM,"Who wants a cute customised animal cushion this month to put a little sparkle back in your days. 

Here is 10% off, just because life's a bit crap at the moment, so im sending you some love xxxxx https://t.co/ENGvzpBLyt"
NOT_SARCASM,i want grilled cheese but i dont wanna be shittin and fartin
NOT_SARCASM,If something says “made with coconut oil” i will absolutely spend $1-5 more on it.
NOT_SARCASM,i can’t wait until the weather cools down so i can read under a tree at a park and look like a mysterious intellectual
NOT_SARCASM,denmann brushes r so therapeutic to clean
NOT_SARCASM,@Riotswimbananas that haircut looks so good on you!
NOT_SARCASM,I heard somebody unironically say Daddy God in a prayer today and akslfljsd why are Christians so cringey sometimes 😭
SARCASM,@PlayStationUK Nice
NOT_SARCASM,"Wishing you all the luck today @britneyspears - we are all ROOTING for you, for change and for your freedom. All the love 💚☘️ #FreeBritney"
SARCASM,Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020
NOT_SARCASM,I love the weekend of the 4th bc its the only time I can jam out to my fave song God Bless the USA w/o being judged 🇺🇸
NOT_SARCASM,Why am I obsessed with Frozen 2 😳
NOT_SARCASM,I am so fucking tired of living in the UK.
SARCASM,Hahahah @LibertyU is shutting down the entire campus for quarantine!! Couldn’t happen to a nicer group of Covid deniers! #CovidIsNotOver #karmaisabitch #Covid_19
NOT_SARCASM,(Shameless Dead Snow 2 misquote) The sequel I did 'nazi' coming! Can't wait! https://t.co/gngxw5kbDh
NOT_SARCASM,"just got an A in my actuarial mathematics course,  if that doesnt prove the power of manifestation idk what will"
NOT_SARCASM,need a new pfp pls send suggestions
NOT_SARCASM,@elizableu @Timcast This is a powerful message you are conveying and I have the upmost respect for you for putting it all out there.
NOT_SARCASM,"""Join me on @WeAre8Official to help save our planet in just 2 minutes a day"". #UnitedForGood https://t.co/a4xzjbRWXJ"
SARCASM,@DuncanEdwards03 @PoliticsForAlI Well I doubt they're trying to smash the doors in to change the regulation of cough medicine.
NOT_SARCASM,Sometimes I just go through my phone and look at pictures of my dog
SARCASM,@32watto Neighbours
NOT_SARCASM,Owwwww stressful day.
NOT_SARCASM,Nothing but respect to the people in my neighborhood who are already putting out their Halloween 🎃 decorations
NOT_SARCASM,how can a person look at lizzo and not think she’s hot it makes no sense
NOT_SARCASM,THAT’S MY BEST FRIEND♥️♥️ https://t.co/Ye6dBqiN2v
NOT_SARCASM,Crocodile tears!! It's too late to save yourself now luv!
NOT_SARCASM,The Fourth of July is my favorite holiday for as long as the Nathan’s Hot Dog contest takes then the appeal dissipates.
NOT_SARCASM,@kevinabstract ye
NOT_SARCASM,Wow how do y’all watch basketball just a bunch of dudes running around and bouncing a ball what a snore fest
NOT_SARCASM,I hate when people rag on Arthur’s name without knowing the meaning behind it. Arthur was named after Mikeys great great uncle who committed suicide at the age of 30. Grandpa says he was one of the most generous men he ever knew and was a very special guy to grandpa 💛
NOT_SARCASM,How soon is too soon to quit your first job? 🤔 #adultquestions
SARCASM,Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x
SARCASM,"Roses are Red
Violets are Blue
My first love was Championship Manager
Tommy Svindal Larsen and Kennedy Bakircioglu 

#HappyValentinesDay"
NOT_SARCASM,Can’t wait to meet the love of my life &amp; be happy living life with them !
SARCASM,a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.
NOT_SARCASM,Driving to work singing along and oh story short I Michael Ball fistbumped my wrist straight into the roof of the car https://t.co/wAHMqbMxBv
NOT_SARCASM,I deeply regret downloading tiktok.....yet not at the same time
NOT_SARCASM,My cat eye glasses came in the mail today so I'm officially ready to start librarian school.
SARCASM,"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?"
SARCASM,Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021
NOT_SARCASM,"@CBoyForeman @RaleighBikes_UK @MadnessNews I had an orange one! Around the same time as you as well, great memories."
NOT_SARCASM,Pironkova: it’s just a game. Serena: I am the game
SARCASM,Wow it’s almost like we don’t nap every single day at the exact same time wow how dare I try to do the thing we do every single day!
NOT_SARCASM,The amount of silence I’ve seen surrounding the topic of Palestine from some of my followers is concerning.
SARCASM,"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫"
NOT_SARCASM,"Some of my colleagues need to learn how to rest 😭😭 just got two emails saying “I’ll make edits over the weekend” and “never mind, being admitted for my C section right now!”

GIRL GET OFF OUTLOOK 🥺"
NOT_SARCASM,"I don't follow the Women's Super League because my team aren't in. Southampton have built their women's team from grassroots and youth up, rather than just buying their way into the elite. I am proud of them for that."
SARCASM,"these two girls are on the beach in lawn chairs, i love shoobies"
SARCASM,"Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄"
NOT_SARCASM,"watching fleabag for the first time and y'all weren't lying. Hot Priest is, indeed, hot"
NOT_SARCASM,@futboIjacob @LFC @Thiago6 It literally says in the article that he’s expected back next week.
NOT_SARCASM,This Is Us is the best show ever I recommend 10/10
NOT_SARCASM,all i do is kiss my kitty on the forehead and tell her how much i love her
NOT_SARCASM,Target just brings me too much joy
NOT_SARCASM,"If im your last resort, dont even bother.."
NOT_SARCASM,recently started highlighting
SARCASM,rewatching degrassi for the millionth time
NOT_SARCASM,"After 22 hours of travelling, it’s so nice to be home🥰"
NOT_SARCASM,APPLE CIDER IS BACK AT DUNKS BABY
NOT_SARCASM,"was Chris Harrison really that fundamental to the bachelor?? what are they gonna do, forget how to function when there’s one rose left???"
NOT_SARCASM,took my dog to the vet today because i thought she had ringworm..turns out she was bit by a GNAT lmfao i am a drama queen
SARCASM,"My (extended) fam was discussing going on a trip instead of getting presents for Christmas, like okay I’m bout it...
Yeah they were talking about doing to the dells. I’ll take my god damn presents thank you very much"
SARCASM,babe stop i’m about to gleek
NOT_SARCASM,Jeudy :(
SARCASM,"Whoever’s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult"
SARCASM,"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔"
NOT_SARCASM,#jackstack @TGIFridays 😍😍😍 https://t.co/J2Ycj5WbOe
NOT_SARCASM,Hell of a last second decision by Hooker!
NOT_SARCASM,What a horrible day 😔
SARCASM,"@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box."
SARCASM,me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌
NOT_SARCASM,There may never be a better celebrity cameo in our time than that one scene in Space Jam 2.
NOT_SARCASM,i love shoegaze sm
NOT_SARCASM,.@luka7doncic anyway you’d want to come to the Jazz?
NOT_SARCASM,ariana literally can’t make a bad song i said what i said
NOT_SARCASM,"@tineyaaa You’re right, I should be grateful for you at least"
NOT_SARCASM,Herbert’s vision is elite #Hokies
NOT_SARCASM,can’t believe I’m weighing up spending £12.50 on a hotel chocolate advent calendar for myself ... but the heart wants what it wants 😕
NOT_SARCASM,"Excited to present some research, listen to some studies and learn some stats at the #PsyPAG2021 conference :)"
NOT_SARCASM,Getting very anxious waiting for #TheGrandTour
NOT_SARCASM,oh cool I drive to school in less than 12 hours and I’m frantically looking up fun facts about the final destination franchise for absolutely no reason it’s fine everything’s fiNE
SARCASM,"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o"
NOT_SARCASM,"This is a great month for me, #NewWorldMMO comes out and literally the 1st of October Im going to see #TheManySaintsOfNewark if its 2 things people know about me is that I love MMOs and The Sopranos"
SARCASM,@SuspendThePres But what were the ratings??  (Replied to his Tweet with the same thing.)
NOT_SARCASM,Nancy Grace is seriously the worst.
SARCASM,Life is about eating chicken finger and getting drunk
NOT_SARCASM,It’s a great feeling knowing that I receive the rarest form of love on a daily … ✨UNCONDITIONAL LOVE✨ is something most people never get to experience so i cherish this blessing that God has given me because He came at the RIGHT TIME 🥳🤍  #3yearsdown #BlackLove
SARCASM,you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.
NOT_SARCASM,"looking at pre-pandemic photos and remembering that my life used to be deceptively interesting, a Sunday Mood"
NOT_SARCASM,every day I check for the Stardew Valley 1.5 update on Switch and every day God forsakes me
NOT_SARCASM,"Bruh how do people manage dozens of healthy, fun and equitable friendships over a long period of time? I can hardly handle like 3 😖"
SARCASM,Agreeing with the right to dunk on the centre is the real dialectical materialism
NOT_SARCASM,"One or my friends has a crush on me, and I feel sad that I don't feel the same way. Because I know EXACTLY how that feels. I hate this feeling. 😞"
NOT_SARCASM,Why am I sad for no reason ALL THE TIME
NOT_SARCASM,"Surely if all Opticians boycotted contact lens manufacturers until they stopped supplying dodgy online stores, we'd end up with fewer parasitic sites that don't require a fit, aftercares or even a valid eye test."
SARCASM,It’s been a blissful 2.5 hours of sleep tonight
SARCASM,yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese)
NOT_SARCASM,i'm going to a butch brunch/clothes swap this weekend and i think this is the most excited i've been to socialize in a year
SARCASM,"Just got in, how’d Liverpool get on?"
NOT_SARCASM,Just read Annie on My Mind for the first time…🥺
NOT_SARCASM,this world is so small I swear everyone knows at least 1 person you might know
NOT_SARCASM,"I feel devastated for the team and the die hard fans, Italy did not deserve that win, they were bullies #Euro2020Final #eng"
NOT_SARCASM,My heart actually hurts that I am a senior and not a freshman this year
NOT_SARCASM,@Schadenfury I know! Just pop the subtitles on. Sorted.
NOT_SARCASM,Hate people who moan about EVERY SINGLE THING possible 😴👊🏼
NOT_SARCASM,"""You think you're better than us because you're vaccinated??"" Uh, yeah, yeah I do"
NOT_SARCASM,hey.................jus wonderin if u might wanna get some coffee w me sometime n defund the police together.. lmk
SARCASM,V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong
NOT_SARCASM,What a panel! There's still time to sign up if your interested in all things user experience and people-focused design. https://t.co/rJNmGCWUBY
SARCASM,"Have the most balanced diet, a healthy balance of codeine, panadol and ibuprofen...."
NOT_SARCASM,Just had my windows cleaned and I feel posh lmao
NOT_SARCASM,If someone's not willing to fight for you then they don't deserve to be kept around #moveon
NOT_SARCASM,I despise 2021
SARCASM,@McDonaldsUK Would love a cheeky McDonald’s breakfast before a busy day at work would set the day off on the right foot ! 💓 #FancyAMcDonalds
NOT_SARCASM,Watch Death Parade right now
NOT_SARCASM,@StarbucksUK is it acceptable for students to study in your stores? what are the general rules? thank you!
NOT_SARCASM,I know I'm really settling into my 30s when I take a drug test and all they find in my system is antacid
NOT_SARCASM,"How is it that I’ve managed 3 months without milking a single cow, then the day before I leave I get roped into a 5am milking??"
NOT_SARCASM,"My new favorite thing to do while teaching this insect ecology course is to make a stupid mistake, like posting the wrong zoom link or uploading the wrong assignment, and then say""can you believe I almost have my PhD??"" to my students. They cannot, folks."
NOT_SARCASM,"My boyfriend does this cute thing where he takes recipes, pre-made foods, drinks, etc. and “doctors” them for me so they taste better. Like all my containers of hummus? Salted, peppered, and a fuck ton of EVOO."
SARCASM,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.
NOT_SARCASM,Can a burrito change the world?  Don't miss Chipotle's first Game Day commercial  https://t.co/IkCNfSARJD #bonuspoints
NOT_SARCASM,"If I said something like, ""I drank hot chocolate and ice water in tandem."" Would it be correct? Meaning I drank first one, then the other."
NOT_SARCASM,Really looking forward to the day when all my calls/texts don't involve depressing updates. #cancersucks
NOT_SARCASM,I miss my family’s road trips. My favorite part of our annual road trip to Canada was buying fried chicken and a banana flavored nesquik in Michigan 😂 https://t.co/sw7iUWFWBN
SARCASM,How bout you dont use a gazillion filters on your pictures
SARCASM,i hate it here ❤️❤️❤️❤️❤️
NOT_SARCASM,Gonna sleep soundly after my #TBCResolutionRemix Barre-dio class @TheBarreCode River North 💪🏼
NOT_SARCASM,Great opportunity for a position at ZSL #sciencejobs #researchjobs #postdocjobs #graduatejobs #animalbehaviour https://t.co/hVud29qSh4
SARCASM,it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎
NOT_SARCASM,No but the worst type of boy is the one that wears shorts and sandals when it’s snowing and constantly reminds you that it’s not that cold
SARCASM,"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL"
NOT_SARCASM,Holby City had me gripped! Best. Episode. Ever.
NOT_SARCASM,finding vegetarian chocolate mousse is such an annoyingly hard task to do
NOT_SARCASM,"I just finally got around to starting the most recent season of Archer, and I am seriously bummed out for being only one episode in to my favorite animated tv comedy"
SARCASM,thats it im packing my things and moving to italy see u all in a month xo
NOT_SARCASM,"Can media, press, and general dickheads stop spinning the narrative that it’s a women’s job to stay safe and vigilant when they have not experienced themselves how terrifying it is walking alone at any given time of the day? https://t.co/85yKt7Xngm"
NOT_SARCASM,"If you're able to donate, then use: https://t.co/iH6jJWtoPQ. If you aren't able to donate, then I'd appreciate it if this post gained some traction. Every little bit counts. If you'd like a drawing for your donation, I'm more than willing to do so. (4/4)"
NOT_SARCASM,Enjoyed every moment of watching our fabulous Team GB compete in the Olympic Gymnastics! #sotalented
NOT_SARCASM,drop some creative fun instagram captions???
NOT_SARCASM,omg text “pew pew” and see what happens 😮
NOT_SARCASM,Tell u what it’s sooo nice to see things getting back to normal 🥺🥺
NOT_SARCASM,"I just cleaned up my following list. If you feel I've unfollowed you in error, let me know. Friends and family whose Tweep names I didn't recognize, fellow writers with whom I've interacted once or twice or more, tweeple who just can't live without me. Y'all lemme hear from you."
NOT_SARCASM,✨florence pughs nose✨
NOT_SARCASM,"Well that’s the last time I swear at the pizza man down the phone. 🍕 

He wins. https://t.co/2WjnqL5ZDR"
NOT_SARCASM,IMAGINE the outcry if SNP voters went and celebrated this win that actually means something in the same way that Rangers fans ‘celebrated’ a few weeks ago over football game.
SARCASM,First day of school and spectrum internet has already shit itself. Amazing
NOT_SARCASM,I felt like a wet dog after tonight 😂🐶
NOT_SARCASM,Spent all morning hiking a mountain and exploring waterfalls. Normal people take naps to recover. I hit the gym twice as hard! #goals
NOT_SARCASM,"@elisekumar @nato_ally Yeah, I feel super out of whack emotionally/sensorily when I'm starting to come down with something, and that's basically what your body thinks is going on at the moment, so... checks out. Hopefully at least knowing what's happening makes it easier to be gentle with yourself."
SARCASM,alllllll nighter. woohoo
SARCASM,"Damn, imagine being vaxxed and then getting a cold and then losing your taste and smell.

Oh wait."
NOT_SARCASM,Still time to apply for our Clinic Supervisor post… https://t.co/A2JZjjHo6R
NOT_SARCASM,I really need to wash my hair but I am SO lazy today...
NOT_SARCASM,If a dude says “females” I automatically don’t trust him
NOT_SARCASM,"NEW VID ALERT 🚨 Powerbeats Pro Wireless Headphones Unboxing and Review! (feat. Alex). GO CHECK THESE OUT 
https://t.co/yIiwzAKI1S https://t.co/ZRkXO3W83f"
SARCASM,"@barcacentre Unemployed and lazy that Messi guy 😂

(I'm being sarcastic guys, I'm warning you lol)"
NOT_SARCASM,when i was younger i was restricted to one hour a day on the computer.....how did i survive
NOT_SARCASM,"knew one coworker recently had a baby, but didn't send us pictures so far. People are curious, so I tacked up a stock photo of an ugly baby."
NOT_SARCASM,This is the XI I think should start against Russia at Euro 2016. Who would you pick? https://t.co/I6ksBPd2Ty #MyEnglandXI via @bbcsport
SARCASM,thanks @SovietWomble for ratting my location out on stream and then embarrassing me 😂 it made my day though https://t.co/3b7Cjql2GO
NOT_SARCASM,twitter should change it so you can only read quotes but not see how many (like “quotes” instead of “11 quotes”)
SARCASM,@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world
SARCASM,Between Mikey cooking and Didi cooking for me I relaxing 😎  cooking?? I don’t know her
NOT_SARCASM,"@GSpellchecker No more or less complex than any other aspect of evolution. It's all trial and error, natural selection."
NOT_SARCASM,Man I pray I never have to feel the pain or loss of losing my loves ones in a school shooting. Hug your love ones a little tighter tonight because you truly never know how long you have
NOT_SARCASM,@pamparoni If they aren’t out yet just wait to get the ps5 later with a discount
NOT_SARCASM,"raise your words, not your voice. it is rain that grows flowers not the thunder. aka don't be mad, Stoopid."
NOT_SARCASM,"i know starting up school again can be very stressful but pls remember to stay hydrated, don’t overwhelm yourself, and reach out for help if you need it (my dms are open!) :)"
NOT_SARCASM,I can't look at a bug without thinking how many bells I could sell it for... Animal Crossing has really done a number on me.
NOT_SARCASM,i know i didn't just read a 40 page sex scene. my god
NOT_SARCASM,"Reporting on this ceasefire makes it sound like both sides agreed to stop the violence. But you don't get to call a T.O. when you're getting chased down by a leopard. This ""ceasefire"" is just Israel saying it'll pause its ethnic cleansing for a little while."
NOT_SARCASM,That rest stop was so stressful I forgot to pee 😩
NOT_SARCASM,stephon!  wish bill hader never left.  #SNL
NOT_SARCASM,thinkin abt coochie
NOT_SARCASM,does anyone else hate hearing their own voice I sound so aids
NOT_SARCASM,why is there part of a dead animal in the de courcy's arcade wheelie bin this morning? #fb
NOT_SARCASM,"i asked my swimmer @ the end of his swim lesson today what his favorite part was &amp; he said “going under the rope. it was scary, but i knew i could do hard things.” 🥺🤍"
SARCASM,Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something
SARCASM,Whoop diddy scoop poop
SARCASM,I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩
NOT_SARCASM,Sad because I’ve missed so much of Oxford the past year but happy cuz I just saw a squirrel carrying it’s baby whilst writing my essay by the river I love it https://t.co/A2AlOimCLs
NOT_SARCASM,"The defunding of higher education is a purposeful action against leftism which educated people tend towards, particularly in colleges of education, writing, and humanities where they are known to cluster. “Then take up a trade” is artfully packaged book burning."
NOT_SARCASM,sadly the only reason i stop making tiktoks is because my phone is about to die....
NOT_SARCASM,"Left a chai tea in my car last night, baked all day in there today &amp; just now I thought it would be a good idea to take a sip. Someone come get me bc I’m clearly not ok"
NOT_SARCASM,"Wine, pizza &amp; UFC... is there any better way to spend a Saturday night? #UFC #fightnight"
NOT_SARCASM,Best thing to get complimented on is being tan
SARCASM,@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I’m sure @sajidjavid is overjoyed that you “quite like him”
NOT_SARCASM,Passed my PhD @LivUni_IVES today and I could not be happier!! https://t.co/mSOeoC61as
NOT_SARCASM,"We'll be giving classic, cult and trashy movies away next week at our charity horror night - https://t.co/TuCvfGNm9n 📽💀⚰🔪👹 https://t.co/lGJgbAD3Da"
NOT_SARCASM,Wish somebody had told me all I had to do was wait to months for Yuengling to come to Texas before I bought five cases of it when I was in Florida
NOT_SARCASM,"Waiting for little one to fall asleep so o can sneak upstairs and get my hot water bottle.

She's sitting up in bed practicing her nodding 🙈"
SARCASM,"me: trying to sleep slightly earlier than usual bc I feel like shit 
my friend, texting the group chat 13 separate times at nearly 4am: hello I don’t think so! how abt I tell u abt how bad things are going instead :)"
SARCASM,I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is perfect.
NOT_SARCASM,"Step up TooBigToPlayFootball BEAST Adebayo Akinfenwa, nearly 39, to score 1st first goal in 2nd tier &amp; gives us TINY chance of staying up in 1st ever season in Championship.

Jog on SuperLeagues &amp; anti-football Egomaniacs' 8 figure pay outs getting sacked.

THIS is REAL football!"
NOT_SARCASM,quicksand is not as big of a problem in my adult life as I thought it would be
NOT_SARCASM,"Focus on the goals you’ve set and celebrate how far you’ve come since then. Rather big or small, be happy for yourself that you’ve accomplished something! #igotoutofmypjstoday #InternationalSelfCareDay"
SARCASM,Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him
NOT_SARCASM,"Today the wonderful cashier lady at white creek told me that people either need to 
1. Get laid 
Or
2. Get a life"
NOT_SARCASM,"They had 5 turnovers and we needed to capitalize on them, this whole season we said we needed touchdowns instead of field goals"
NOT_SARCASM,i just overheard this bunch of children behind me yell “DON’T LOOK AT THE ENDERMAN”……internally yelling as an mcyt mod
NOT_SARCASM,"@SaraMartnezW @xXDevilSeijiXx There is also one apparent love-triangle-ish situation early on involving the main character - just a heads-up that that's *not* the one you're looking for! (I think it's not a spoiler to say that it gets resolved more traditionally, though also satisfyingly.)"
SARCASM,Big day in the Mumford house #sports day
SARCASM,@jabadgo @Nibellion Don’t run it on a school-provided laptop
NOT_SARCASM,Why do I talk to my dog with a speech impediment?
NOT_SARCASM,i just want someone who would still love me even IF I grew that bad moustache
SARCASM,Imagine not liking football 🤣
NOT_SARCASM,Oh my god this is so satisfying to watch. Look at his scared little face ahahahaha https://t.co/3cnHEvm2nS
NOT_SARCASM,I’ve decided that I’m ready for the Schrute Farms offshoot show now.
NOT_SARCASM,"FaceTimed with my parents last night while they were with my 6-year-old nephew. I’ve been missing him like crazy worried about being away from him for months, so I asked him if he remembers me. His response?
“I always will.” ❤️❤️❤️"
NOT_SARCASM,"But by far, my favorite part was a very drunk Rachel running over yelling ""I JUST KISSED A GIRL FOR MORE THAN THREE SECONDS!"""
SARCASM,just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit
SARCASM,breaking my strict buying hiatus to get lisa’s album? it’s much more likely than you’d think
SARCASM,Wow Bdubs can bench press 150 kilometers
NOT_SARCASM,Can we sign haaland please or any st who can shoot. Drop Bobby into the mid. We need goals not passes
NOT_SARCASM,BOSS BURGERS - POSSIBLY THE BEST BURGER I'VE EVER HAD
NOT_SARCASM,Markets already down
NOT_SARCASM,I love the rain but gimme some thunder storms 😈
SARCASM,this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.
NOT_SARCASM,Had no idea Deliciously Ella was in the Zac Efron documentaries on Netflix!
SARCASM,so many people pressed that italy won sorry eurovision belongs to the bisexuals now x #Eurovision
SARCASM,Do the #Hokies really have to play 5 against 6 tonight? Come on stripes
NOT_SARCASM,bring back theme songs!!!
SARCASM,@ShareZone5 @StockpickB You are a right bundle of laughs to take to the pictures Draft!
NOT_SARCASM,Joe Biden &amp; I are both Irish-Catholics who grew up in Scranton
NOT_SARCASM,I wonder if the ubiquity of spell checkers will change the evolution of language? #ShowerThoughts
NOT_SARCASM,i’m a sick. sick man..
NOT_SARCASM,❤️ https://t.co/eZsf1fZfix
NOT_SARCASM,@FrankHassleYT Why is his face blurred
NOT_SARCASM,Just a casual day at Oklahoma state university https://t.co/osW8tNACO9
SARCASM,"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑"
SARCASM,Where is the Chancellor? Please check the back of your sofas.
NOT_SARCASM,going off priv to enter a discord sweepstakes
NOT_SARCASM,#Snowden Sad to see intelligent Americans fall victim to the US propaganda machine in this case. So many lies set up to discredit by the US.
NOT_SARCASM,i got a job. i think i will like it. ^_^
SARCASM,i’m dying
NOT_SARCASM,@MartinSLewis @GMB We share a birthday Martin!Happy birthday fellow Taurean - hope your day has been good so far 😊
