label,text
NOT_OFFENSIVE,@USER @USER @USER if you think i was referring specifically to you then you misunderstood . you attacked someone without a uterus saying they have no say on reproductive rights . using that argument then if you do not own firearms you have no right to comment on gun control .
NOT_OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER man . . . can't believe we've lost these 2 as of recently . 2 most iconic actors of the 70s . url
NOT_OFFENSIVE,@USER @USER and you are sure she is lying ?
NOT_OFFENSIVE,&gt ; well . . . she is the most kindest person in the universe ! she has the most beautiful eyes . . . and hair . she was the first person . . . to be actually nice to me . . . i only meet her a day ago . . . but i am absolutely smitten . url
OFFENSIVE,/63 more evidence liberals only goal is to sabotage #NAFTA to make trump the enemy and to get trump hate vote in canada for election 2019 . url
NOT_OFFENSIVE,#LeviStrauss takes stand on #GunControl #CBS #SanFrancisco url #NoMoreLevis #guns #NRA #USA @USER #GOP #libertarian #conservative
OFFENSIVE,@USER @USER antifa aren't fascist they're terrorist
NOT_OFFENSIVE,@USER for someone unqualified he seems to be doing a darned good job .
OFFENSIVE,@USER maga= mushrooms are growing again
OFFENSIVE,"@USER @USER hey @USER the only men "" not doing the right thing are #liberals and #Democrats : @USER @USER @USER rapists , abusers and criminals . so you can kiss my white a$$ url"
NOT_OFFENSIVE,@USER @USER apparently they didn't learn from gun control .
NOT_OFFENSIVE,@USER @USER @USER honestly i think she should concentrate more on her acting career rather than twitter . . . . she is fantastic actress . . . but all these twitter comments and political comments will only divert her focus . . . kuch toh log kahenge . . unko kaam hai kehna
OFFENSIVE,@USER to quit sex ?
OFFENSIVE,@USER what are you doing joe ? i swear it seems like he is doing this shit intentionally to show us fans up or put us in the hospital for heart attacks . #EverybodyIn @USER
OFFENSIVE,@USER @USER he is an embarrassment
NOT_OFFENSIVE,@USER you are here
NOT_OFFENSIVE,@USER @USER @USER @USER @USER one of them just called me 'politically and morally bankrupt' because i said i would get behind him if he opposed brexit 😐😂
NOT_OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER he's not wrong !
OFFENSIVE,@USER i really hope you don't block me until after next monday . i want to see this page's reaction when kavanaugh gets confirmed to the supreme court . that gun control is effectively dead .
NOT_OFFENSIVE,. @USER you're stripping americans of citizenship ? attacking the poor again as well - home births being more affordable . my little niece was born at home - unplanned drama . she is 14th generation proven +native . you're going to challenge her citizenship ? url
NOT_OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER preach it ! god's people deserve better ! url
NOT_OFFENSIVE,@USER @USER the right to protest . protesting during the anthem causes people to not even recognize what he is protesting nobody's even talking about the issue just the fact that he's kneeling during the anthem which is counterproductive
OFFENSIVE,@USER i think it's more of a choice for ppl to stay hooked on shit
NOT_OFFENSIVE,@USER we met ian sinclair there he does brook ( ? ) from one piece . i wish i would've known more of the characters the voice actors we met did
NOT_OFFENSIVE,@USER @USER @USER @USER well you are fabulous
NOT_OFFENSIVE,@USER dianne feinstein disagrees . she effectively called the woman a liar
NOT_OFFENSIVE,@USER @USER @USER ahh tom 👏👏 she is right though it's v good
OFFENSIVE,@USER @USER @USER please get off first take ! you yell wayy too much and you seem like you are being a asshole . when you are on set i litterly can't hear anything but screaming . its obvious @USER dont like you and @USER and @USER was like dude stfu ! !
NOT_OFFENSIVE,@USER @USER @USER you can compare any two countries you like and you'll always find the one with stricter gun control has a lower murder rate with no pattern in democratic freedoms .
OFFENSIVE,@USER just saw your algae commercial blaming @USER that's pretty rich considering you are the gov and have done zero zip and now you want to be senator of fl .
NOT_OFFENSIVE,@USER nope . i won't trade him he is to much fun . plus we can't spell hope without him
OFFENSIVE,@USER @USER @USER @USER principled conservatives know canadian liberal media 24/7 @USER hate news is only to help justin trudeau it's obvious you're one who's being manipulated and that hurts canada . read my 60 pinned tweet thread for explanation . i see you ignore trumps support israel
NOT_OFFENSIVE,"@USER @USER @USER @USER @USER pretty sure u . s . conservatives are taking cues from this . . . rightwing government wants to make handshake mandatory in naturalisation ceremonies "" url"
NOT_OFFENSIVE,@USER looking forward to seeing what you are bringing to the market . the rum market has needed some quality infusion for quite some time . fingers crossed for a quality spiced rum .
OFFENSIVE,@USER ummm . you are one of those people that shouldn't be there . 😂
NOT_OFFENSIVE,@USER she is really putting one the act she has been in a hotel and have money to eat and also go to museum and her home is ok
NOT_OFFENSIVE,@USER @USER you cut it early or you would have heard their complaints . smh
NOT_OFFENSIVE,@USER @USER never heard of this guy .
OFFENSIVE,@USER @USER liberals as per odia standards 👆 . . . . rw is liberal when it comes to my state 🤣🤣
NOT_OFFENSIVE,@USER @USER nice pic
OFFENSIVE,@USER @USER bt1100 ass malfunction
NOT_OFFENSIVE,@USER @USER is trying too hard to create a racist agenda .
NOT_OFFENSIVE,@USER so innocent until proven guilty only applies to liberals ? ? ? ? ?
NOT_OFFENSIVE,@USER @USER @USER @USER democrat=antifa . same bunch .
OFFENSIVE,@USER @USER @USER @USER @USER obama never laments for those that are killed in chicago every week . chicago his old stomping ground . ask him how those draconian gun control laws are working there ? and watch him blame indiana .
OFFENSIVE,@USER @USER @USER it started with cameron and may is even worse . she is not a conservative !
NOT_OFFENSIVE,@USER @USER why is john kerry running his mouth again as if we cared about what he has to say ? i can't think of a single damn thing kerry has accomplished besides run his mouth . trump's accomplishments exceed anything kerry could ever dream of . even before becoming president !
NOT_OFFENSIVE,"@USER @USER just imagine the divorce case if she hadn't murdered him . your honor , i would like to introduce into evidence the book wherein she details how she is planning to kill me . . . "" """
OFFENSIVE,@USER yeah ! you can't just wing cooking ! there's all kinds of measurements you need to follow otherwise it'll end up tasting like garbage .
NOT_OFFENSIVE,@USER get her out and a new day will dawn what will you have for brexit ?
OFFENSIVE,"@USER @USER @USER that's a black referring to a group . markedly different from affluent white people calling ben carson or any other prominent conservative that term . i'm thinking more of stuff like this : url antifa n word "" is quite a fruitful search . """
NOT_OFFENSIVE,household net worth : $107 trillion url #MAGA
OFFENSIVE,"@USER hasn't this flake left yet ? how dare these people hang a man without evidence and at the word of a loon with repressed memory . "" sue her and i bet she shuts up fast . """
NOT_OFFENSIVE,"@USER it's now abundantly clear that a lack of common sense gun control measures "" wasn't the real reason behind this , but rather an incompetent school board and a failure to act upon reports - poor staff security training too . """
OFFENSIVE,@USER because you are 💩
NOT_OFFENSIVE,@USER this is an excellent way for antifa members to take the room temperature challenge .
OFFENSIVE,ain't no pussy good enough to get broke while i'm in it
OFFENSIVE,@USER it's exactly why i tweet ! ! well that and making fun of liberals and their insanity ! ! 🙏🇺🇸❤️✝️❤️🇺🇸🙏 god help ! ! ! 🙏❤️✝️✝️❤️🙏
NOT_OFFENSIVE,we need more unity to grow our voices . . . . . . . . . libs seem to band together much better than right . . . . . . . . follow all #MAGA patriots please ! ! ! 🇺🇸 url
OFFENSIVE,6 more white boys standing up for you every day ms . . @USER i think the poster adds speshul emphasis . don't you ? #MAGA #WWG1WGA url
OFFENSIVE,@USER bitter obama ? how about seriously worried obama . he is the head of all this corruption at fbi and doj .
NOT_OFFENSIVE,add who is behind antifa and who organized and paid protestors at kavanaugh hearing ! 🇺🇸 url
NOT_OFFENSIVE,#TalkLikeAPirateDay uk scurvy pirate @USER plundered #1950swomen 's state pension chest &amp ; refuse to parlay marooned us with no gold doubloons only wormy biscuits #1950sbornwomen will sail alongside blast a broadside &amp ; make them walk plank ⚖️ #backto60 #onevoice url
NOT_OFFENSIVE,@USER funny how he thinks he is soooo important . . . not . . . 😂
NOT_OFFENSIVE,#VictoriaSecrets being political ? omg . . . give it up . you are killing half your profits when you slur conservatives . 🇺🇸 #KAG url
OFFENSIVE,@USER hahahaha omg these people . they thought they would have their way forever . idiots
NOT_OFFENSIVE,@USER yes it's valid . i explained earlier she had not used her old one for over 2 years but on sep 3rd she requested a new one . this arrived within 3days . she has now got her pin via on line banking . but she is still going to the bank tomorrow to find out why the pin and telephone code
NOT_OFFENSIVE,@USER oh he is more than that lol
OFFENSIVE,"@USER yep . and lots of people think antifa = violent "" and don't understand the context in which they operate and what they're opposing . like the biggest thing was over a year ago at unite the right , where a white supremacist killed someone and several other people were attacked . """
NOT_OFFENSIVE,@USER awesome 👏 news
OFFENSIVE,@USER bono can go away now the 90s are over you sick now
NOT_OFFENSIVE,@USER he always shows dedication at what he does no wonder he is the best url
NOT_OFFENSIVE,. . ya commie pinko . . . #MAGA url
NOT_OFFENSIVE,@USER 3 pitches right down the middle while no one else is having trouble with this guy . its unbelievable he is playing with the season on the line
NOT_OFFENSIVE,"@USER can you even imagine being a loser , "" said lil' antifa . """
OFFENSIVE,@USER @USER @USER you are a sick person
NOT_OFFENSIVE,@USER how come they only asked 2 questions on gun control ? that guy is in for sure
NOT_OFFENSIVE,@USER your segment with judicial watch tom fitton was awesome ! thank you for asking the questions highlighting all the great work he is doing for this country !
NOT_OFFENSIVE,calif buys more #MAGA url
NOT_OFFENSIVE,@USER only the real ones .
NOT_OFFENSIVE,@USER @USER as per my friends that were correctional officers in corcoran state prison . . yes he is .
OFFENSIVE,@USER you are a hero ! ! url
NOT_OFFENSIVE,7 car and truck ramming attacks in europe and america's gun control lobby url
NOT_OFFENSIVE,@USER no wonder antifa wunderkind @USER wanted to work with you .
NOT_OFFENSIVE,@USER @USER @USER who's singular wiped out a number of lib dem councils in the north by going into bed with the conservatives thus losing local election seats . now we have him trying to turn over a democratic vote on #Brexit . url
NOT_OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ( s ) he is very affectionate and purrs non-stop .
NOT_OFFENSIVE,@USER he went broke and got propped up by white liberals in hollywood . that's white privilege all day long . stop defending coke head tom arnold .
NOT_OFFENSIVE,@USER @USER if you look at his antifa list . . . . you will note many high profile names . i intend to comment on these accounts using his twitter account name . . . just to inform . . . . . . he is aware i have reported him to twitter . . . he sent an angry tweet my way .
NOT_OFFENSIVE,organized resistance : the leaking campaign at state dept to derail the maga agenda url via @USER
OFFENSIVE,@USER @USER is mentally disturbed
OFFENSIVE,@USER morals ? you mean like aborting an infant ? falsely accusing people ? antifa violence ? censoring free speech on campuses ? looting ? lying as you fill the deep state ? those morals ?
NOT_OFFENSIVE,@USER @USER give me the pounds wanka
NOT_OFFENSIVE,@USER liberals always find a new low to achieve
NOT_OFFENSIVE,@USER you are right . victoria is on the reverse . . . 😱
OFFENSIVE,@USER she is so fake
NOT_OFFENSIVE,@USER @USER smudge is definitely #TeamDanny ! here she is spreading the word ! url
OFFENSIVE,@USER @USER no no that's shaq silver back looking ass 😂😂
NOT_OFFENSIVE,when under siege over a bs stand . . . double down . #CultLogic #MAGA url
NOT_OFFENSIVE,@USER such good news ! i hope she is better soon !
NOT_OFFENSIVE,@USER wait for it . the dims are going to preach gun control . . . .
NOT_OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ty followed all need one follow back hope to see them follow to #MAGA #KAG
OFFENSIVE,@USER bill you should be silent on gun control and immigrantion . you had 8 years and did nothing . don't be a monday morning quarterback now . to little to late .
NOT_OFFENSIVE,@USER i follow civil liberals or center-left people and a few of them i've interacted with for yrs . i learn from them occasionally and hopefully vice versa . never thought about blocking them . i guess a shift is what ppl might see as problematic 🤷🏻‍♂️
OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER look at the pot calling the kettle black . liberals have been pulling all sorts of stunts trying to get rid of your/my/our president ever since hillary hilariously lost the election .
NOT_OFFENSIVE,@USER @USER @USER you claim you read the academic piece i linked to . it spells that out pretty clear . do you wonder why this genre of race writing is so popular with upper/upper-middle class white liberals ?
NOT_OFFENSIVE,@USER 😭😭😭😭😭😭 i want him 😭😭😭😭😭😭 thank god i am in the hospital to get revived .
NOT_OFFENSIVE,@USER @USER ya and it looks like he is in a lit of the same mma accounts as we have . weird .
NOT_OFFENSIVE,@USER yes respecting the studio's budget and shift in demographic but lets be honest . we want more . ᴳᵉᵗᵗᶦⁿᵍ ᴵⁿᵈᵉˣ ³ ᶦˢ ᵗʰᵉ ᶠᶦʳˢᵗ ˢᵗᵉᵖ url
OFFENSIVE,@USER @USER she's trolling to fuck with you cause some of y'all be quick to call mfs coons for minor disagreements
NOT_OFFENSIVE,@USER @USER @USER @USER @USER lab turned down the deal with lds
OFFENSIVE,@USER @USER @USER i'm sure she's worried . give me a break . dana is doing a job . you know where u make a living and pay for your own healthcare etc . you dirt bags that don't even shower crying about gun control should try it .
OFFENSIVE,@USER she should ask a few native americans what their take on this is .
NOT_OFFENSIVE,@USER @USER @USER and are now the nazi party . . . antifa url
OFFENSIVE,@USER serial rape didn't seem to be a problem for liberals with bill clinton and hillary who enabled him ? go figure - can you say hypocrisy ?
NOT_OFFENSIVE,@USER what does she think she has done to kavanaugh family ? you can't throw crap out there and not back it up . nothing but a stall tactic . liberals would fight anyone being appointed
NOT_OFFENSIVE,@USER u know this ford is an avowed radical leftist with ties to soros and antifa right ? plum crazy !
OFFENSIVE,"@USER @USER don't let your bretheren "" fool you ! each one of your republicans , need to decide if you are going to be good people or #rePUNKlicans ! you need to know , that kavanaugh is going to make #ronaldgrump into the first dictator of #naziUSA , which cannot happen ! url"
NOT_OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER hi bee gee ! ! ! you are so cute ! ! ! 😸😘
NOT_OFFENSIVE,@USER @USER no deal it is then . if only the @USER would grow a pair &amp ; dump the appeaser @USER
NOT_OFFENSIVE,@USER @USER you are funny 😂 url
NOT_OFFENSIVE,#war in conservatives#war on unborn babies#war on education#war on civility url
OFFENSIVE,@USER @USER he is such a con apparently finds are running low😏
OFFENSIVE,@USER at least you've been some type of fucked
OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER @USER @USER antifa unmasked and up close ! hey is that who i think it is ? ? ? p . s . they are so stupid no one told them a white raised fist stands for “white power”so thanks d*mbasses ! url
NOT_OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER i cited the constitution . that's not good enough for you ?
NOT_OFFENSIVE,@USER which side has #Antifa and the #Handmaids ? who you calling “radical”
NOT_OFFENSIVE,@USER @USER my president i elected loves american citizens . you liberals have shown your true colors . you are ant- american with horrible morals and lawless behavior . you cant relitigate the 2016 election . he will be re elected too . get used to it !
NOT_OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER true . but are all school shootings and accidents with toddlers done by bad criminals who would know how to get a gun ? highly doubt it . these are spontaneous acts/accidents that would be dramatically reduced by gun control .
NOT_OFFENSIVE,@USER @USER @USER =a good speaker @USER good listener #MAGA 🇺🇸
NOT_OFFENSIVE,@USER @USER oink url
NOT_OFFENSIVE,#Westminster @USER #Tories @USER @USER #Brexit 🇬🇧 @USER #Brexiteers @USER exactly why the #UK is getting #OutOfTheEU ffs 😠 #Hungary tries to defend its borders &amp ; the #tyrannical #EU #dictatorship stamps down hard 😠 #ThirdReich 😠😠 url
OFFENSIVE,@USER @USER but the president . he is that bad !
OFFENSIVE,@USER fucking s league football hahahah url
OFFENSIVE,sean penn : #MeToo movement seeks to 'divide men and women' url &lt ; — gotta say… i stand w/ jeff spicoli on this one . url #MAGA #WWG1WGA #ConfirmKavanaugh
OFFENSIVE,@USER lol lol lol lol lol ! ! ! ! ! ! ! 😂😂😂😂😂😂😂 . you are a fool ! ! !
NOT_OFFENSIVE,@USER it's about time . a civilised nation needs tougher gun control . man only backwards countries don't
OFFENSIVE,@USER @USER @USER fuck you . . . if she dare then why didn't she choose any other granth . . haha . . m sure she is looking for some publicity . . bible or kuran . whatever her intention was but she done a drama . may be she want to start any business that requires public intention .
OFFENSIVE,@USER doug ford should in no way think that he has carte blanche to make whatever changes benefit him personally and satisfy his need for vengeance against the people of toronto . shame . what he is doing is not democracy .
OFFENSIVE,@USER @USER @USER @USER name the social injustices caused by the gop and the death of anyone caused by members of it i dare you . how many people have lost their lives to the idiocy of gun control ?
NOT_OFFENSIVE,@USER lol you are representing your case well 😛 i'm gonna give call to my lawyer matt murdock . wait don't say he isn't coming back . 😪
NOT_OFFENSIVE,@USER he is cute .
OFFENSIVE,the only reason they call them common sense is because they don't know what they want and are just hopping on the bandwagon . #MAGA #2ADefenders #TrumpTime url
OFFENSIVE,@USER @USER @USER @USER interesting when demoncraps aren't even inventive enough to create their own cartoons . this is originally put out by republicans - liberals are the koolaide drinkers and always have been . liberals are also the scum of the earth and prove it daily through their lies
OFFENSIVE,@USER @USER just chicago so they can stop the gun violence . seems that is what democrats claim will stop it . show us in one of the worst gun violence cities controlled by democrats so the nations will see how that works . make it a model of successful gun control policies .
OFFENSIVE,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER yeah . that's kinda the fashy thing right now . the proud boys scumbags wear tshirts saying pinochet did nothing wrong "" and antifa are the ones who are violent ? please . it's been an actual fascist every time this has been brought up in my experience . like dude here , who stopped . . """
NOT_OFFENSIVE,@USER @USER you are not in touch with really .
OFFENSIVE,@USER @USER and if there is gun control in usa -who will be rounded and exterminated ? ?
NOT_OFFENSIVE,@USER i bet . why do think dirt bag pubs like the national inquirer are still around . smut and lies sell we can only hope someone writes a tell all bullshit story about woodward or better yet even one about you . instead of fear” it could be called “pervs” . url
OFFENSIVE,@USER @USER @USER @USER kamala harris is rapidly gaining a reputation as the most dishonest senator
NOT_OFFENSIVE,@USER do you know who else is better off under the @USER @USER tax policies ? see chart morneau shepell stock vs tsx over the last three years since bill came to power . only an 80% bump over 3 years . #liberals #friendsandfamily #ethics #cdnpoli url
OFFENSIVE,@USER maybe because you've provided a play form for hate groups with no criticism or criticism-lite while bashing antifa with zero analysis
OFFENSIVE,@USER @USER sleazy and greasy ! ! !
NOT_OFFENSIVE,@USER @USER @USER i remember when conservatives slagged off the labour party as 'undemocratic' for allowing unons such a big say in labour policies .
NOT_OFFENSIVE,@USER @USER i appreciate the self promotion #Tweet . great advertising and i love what @USER does for the #community and helps to #MAGA the #FargoLowes has a great group of people . #Thanks #hurricaneFlorence #business #hurricaneseason #TuesdayThoughts #Technology #investments
OFFENSIVE,@USER @USER @USER @USER @USER it's already legalized killing of babies and liberals are afraid of trumps supreme court picks taking it away .
OFFENSIVE,@USER republicans /conservatives are the most disgusting people
NOT_OFFENSIVE,@USER @USER he is a senator and trump is president . he's not wrong .
NOT_OFFENSIVE,@USER she is very beautiful also her hair .
OFFENSIVE,@USER and these are the *people pushing for gun control 😒
OFFENSIVE,10kids from different women from this american jobless men ? nigerian men you are the bomb ! ! !
NOT_OFFENSIVE,*mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling 🤦🏻‍♀️
OFFENSIVE,@USER @USER jeff i have a lot of respect for you . please vote no to brett - not because you don't like him but because it's the right thing to do . he has lied - he is hiding documents - he thinks trump is above the law . this is wrong ! ! !
NOT_OFFENSIVE,@USER @USER you have a lot to atone for . you better atone for all your lies . i used to think you were a better person . i can't see anything but evil .
NOT_OFFENSIVE,@USER @USER what is dier ? imagine being durham and coming out with that . . . . what even is this shite it's just irrelevant pish . . . . what level of stupid have you got to be to listen to this painful waste of airtime
OFFENSIVE,@USER how fucking sad 😣
NOT_OFFENSIVE,@USER @USER give me an h give me a y give me a p give me an o give me a c give me a r give me a i give me a t give me a e give me an s what's that spell ? liberals
NOT_OFFENSIVE,@USER joe's number one rule is respect 90 . wc did not . i love the kid . he is kinda gassed . frustrated that hitting went bad after all star game . he will learn from it . go cubs !
NOT_OFFENSIVE,@USER that she is holding a benz car key 🔑
OFFENSIVE,@USER leona alleslve was the weakest link in the liberals . she is the last thing we need during canada's nafta negotiations . its a good thing she is out of our military with her traitor tendencies . get out of government too .
NOT_OFFENSIVE,@USER correction : the liberals won a false-majority on the backs of a lot of close races – emphasis on “false . ” #ElectoralReform
NOT_OFFENSIVE,@USER @USER liberals aren't bright .
NOT_OFFENSIVE,@USER @USER @USER but under #Trump they agreed to take him back to germany . so thank you @USER ! !
NOT_OFFENSIVE,@USER @USER @USER @USER @USER and then to cap it off the £1 . 14bn figure ignores the drip down effect of those families spending their money in small and big businesses generating jobs consumption taxes etc . it really hasn't been thought through #HMRCHumanCost #2019LoanCharge
OFFENSIVE,@USER @USER here come the beta liberals lmao *convo muted you can cry all day to yourselves .
NOT_OFFENSIVE,@USER @USER @USER the splc have also listed antifa and blm as well soooo . . .
NOT_OFFENSIVE,@USER @USER there was plenty of evidence that he was guilty of what hill accused him of but since conf hearings aren't about guilty/innocence got on the bench . times are diff now . why as a journalist you don't call out white supremacy/alt-right but antifa and pick on @USER
NOT_OFFENSIVE,@USER @USER @USER you are clearly not a pokemon master ! i have almost 400 in rare candy alone . over 150 legacy moveset pokemon . it just all depends on what you like to keep as collection pieces and what you value in the game .
OFFENSIVE,@USER @USER @USER @USER ☝️ this is why conservatives and law abiding citizens don't come to the table about gun control . it not about lunatics like this guy that should no longer own weapons . its about removing all guns slowly but surely from everyone regardless of who they are . url
OFFENSIVE,@USER no nigga
NOT_OFFENSIVE,@USER everyone ? wow . that must have been an *exhaustive* research project . url
NOT_OFFENSIVE,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER '😂 . . . . it's all about maga for me . . . . as a very dear friend says •1million followers and $1 . 95 will buy you ☕️😂 #FACT
NOT_OFFENSIVE,and i gotta wait till march for the dlc that comes out 🤦🏾‍♂️
NOT_OFFENSIVE,@USER @USER needs to retire . she is done .
OFFENSIVE,@USER anyone is a target for the leftist liberals . goal ? decent god-fearing conservatives will pass on gov service ! result ? the country is harmed ! congrats to liberals - your antifa anti-america blossoms !
OFFENSIVE,@USER @USER @USER please stop calling the losers “elite”
OFFENSIVE,@USER she is not a cheater . that chair ump robbed her .
NOT_OFFENSIVE,@USER comes with the territory but i'm going to say it's the same leftist that control antifa . . . just to make more out of it than it actually is ! just saying
NOT_OFFENSIVE,@USER follback
OFFENSIVE,@USER @USER serves the bastards right !
NOT_OFFENSIVE,@USER and trending is the comment “can we start with rosie”
NOT_OFFENSIVE,@USER @USER @USER thanks for proving democrats can't let their people think . proving again liberals are all talk . just like senator feinstein pelosi . they always go to no facts just destroy . just like the politicians of puerto rico have destroyed and rob the state of all of its financial resources
OFFENSIVE,@USER because of obama and holder more cops are getting killed each year because they hated law enforcement and encouraged civil unrest .
OFFENSIVE,@USER @USER you'd also know this isn't about women at all b/c democrats don't call for justice for women assaulted by democrats when there is both evidence of injury &amp ; police reports . you'd know dems only demand conservatives be found guilty upon accusation . you'd know this is all political . url
NOT_OFFENSIVE,@USER @USER @USER what was the average wage to average house price when thatcher was in charge ? that ratio is the fundamental reason . build as many as you like but if they are not genuinely affordable you're just wasting resources .
OFFENSIVE,@USER am i an ass or is it kinda weird char wore a shirt to wrestle the lesbian ? i'm joking . . . . but not really
OFFENSIVE,@USER @USER choosing heartless politician over your ancestors country . speaks volumes as to who you are .
NOT_OFFENSIVE,@USER he's a big crybaby because he didn't get his way for the 2016 election
OFFENSIVE,@USER lol you escaped some shit then . . . even if i don't regret watching it for a minute . #LoyalWolf
NOT_OFFENSIVE,@USER @USER is culturally appropiated a latino nick name . #latinosfortrump !
NOT_OFFENSIVE,@USER you rock laura . we need the rinos exposed . they are hiding behind republican status . we need new blood in november . it has to continue to 2020 . maga our forefathers would want us to save our country .
NOT_OFFENSIVE,"@USER so wait . conservatives are crying about needing their safe spaces "" all of the sudden . how liberal elite college of them . """
NOT_OFFENSIVE,@USER @USER &amp ; his fellow democrats always put partisan politics before country . the american people laugh in his face as he lies and tries to bring down the most successful president in generations . why are socialists like @USER so eager to collapse the economy ?
OFFENSIVE,@USER he is what the industry stands for . all about spreadsheets and no care for the human side .
NOT_OFFENSIVE,"@USER she is basically saying in code : even though i am a nevertrump spoiled little rich girl from andover , i secretly want to date mark c . - i hope his wife and family are okay with it . . . "" se stands for "" sad endeavors "" url"
NOT_OFFENSIVE,@USER @USER @USER @USER @USER agreed and what i'm saying too .
NOT_OFFENSIVE,@USER @USER i am beginning to believe that all liberals are sociopaths . none of the people here believe in rule of law . you have to have evidence of a crime to go any further #ConfirmBrettKavanaughNow
NOT_OFFENSIVE,@USER @USER this pope has to go .
NOT_OFFENSIVE,@USER @USER @USER @USER @USER @USER 1 ) a fetus may or may not become a baby . 1/3 or pregnancies end in miscarriage . if a woman had pregnancy complications that could kill her are conservatives going to let her dies because the fetus she is carrying has a 2/3 chance surviving ?
NOT_OFFENSIVE,@USER @USER what does that have to do with anything at all ? 😂🤣 the level of discourse from liberals is embarrassing
OFFENSIVE,@USER that's shitty
NOT_OFFENSIVE,@USER just followed you ! nice to know there are liberals in florida ! adearfriendnjust moved there and is surrounded by red !
NOT_OFFENSIVE,@USER @USER and that is why he is trying to end obamacare so that only a priveledged few can benifit . but his tax cuts are killing us anyway . url
NOT_OFFENSIVE,@USER u both r my lifeline❤🙏😂 @USER
OFFENSIVE,@USER @USER you look happy . maga
NOT_OFFENSIVE,@USER but where is antifa going to shop now ?
OFFENSIVE,@USER you are one of the mastermind of a big syndicate at boc . we will not forget . you will go to jail ! 😡 #FakeDrugWar
NOT_OFFENSIVE,@USER @USER @USER buckwheat in the 1930's . pretty sure he and eddie aren't promoting white supremeists . #MAGA url
OFFENSIVE,@USER @USER @USER way more accurate than most theories . most history ancient egypt ect is all made up bs . it's all been fabricated for us i don't claim to know why . but if you start looking into history ect there's no fucking proof of anything . enjoy the show . our consciousness is def changing #Doit
